108,296,72,179
115,352,69,211
124,421,80,262
173,483,109,311
248,517,164,343
324,479,218,311
368,424,244,258
374,352,252,206
381,290,250,175
245,250,159,130
178,283,97,159
318,282,219,157
226,305,140,169
273,304,184,168
189,322,116,177
307,325,205,179
248,332,160,180
248,387,164,236
216,398,141,241
282,396,183,241
185,427,131,272
312,426,197,272
248,420,164,268
227,464,148,287
272,463,180,287
250,468,164,291
